,,,,,
Type,ROM,RAM,Battery,RTC,Title
MBC5,2048,32,Yes,-,konchuu_hakase_2_(j)_[c][!]
MBC5,2048,32,Yes,-,konchuu_hakase_3_(j)_[c][!]
MBC7,1024,-,Yes,-,koro_koro_kirby_(j)_[c][!]
MBC7,1024,-,Yes,-,koro_koro_kirby_(j)_[c][f1]
ROM,32,-,-,-,korodice_(j)
MBC5,2048,8,Yes,-,koto_battle_-_tengai_no_morihito_(j)_[c][!]
MBC1,256,-,-,-,koukou_nyuushi_deru_jun_-_kanji_mondai_no_seifuku_(j)
MBC1,256,-,-,-,koukou_nyuushi_rika_-_anki_point_250_(j)
MBC5,1024,8,Yes,-,koushien_pocket_(j)_[c][!]
MBC1,256,-,-,-,kumano_putaru_(j)_[s]
MBC1,64,-,-,-,kung-fu_master_(u)
ROM,32,-,-,-,kwirk_(ue)_[!]
ROM,32,-,-,-,kyorochan_land_(j)
MBC1,64,-,-,-,kyoudai_jingi_(j)
MBC1,128,-,-,-,lamborghini_american_challenge_(u)_[!]
MBC5,1024,-,-,-,"land_before_time,_the_(e)_(m5)_[c][!]"
MBC5,1024,-,-,-,"land_before_time,_the_(u)_[c][!]"
MBC5,512,-,-,-,las_vegas_cool_hand_(u)_[c][!]
MBC1,128,-,-,-,last_action_hero_(u)
MBC5,1024,-,-,-,laura_(e)_(m8)_[c][!]
MBC1,128,-,-,-,"lawnmower_man,_the_(u)_[!]"
MBC2,64,-,Yes,-,lazlos'_leap_(u)_[!]
MBC5,1024,8,Yes,-,le_mans_24_hours_(e)_(m5)_[c][!]
MBC2,128,-,Yes,-,legend_(j)
MBC5,1024,8,Yes,-,legend_of_heroes_(unl)_[c][!]
MBC1,128,-,-,-,"legend_of_prince_valiant,_the_(e)"
MBC5,1024,8,Yes,-,legend_of_the_river_king_2_(e)_[c][!]
MBC5,1024,8,Yes,-,legend_of_the_river_king_2_(u)_[c][!]
MBC5,1024,8,Yes,-,legend_of_the_river_king_gb_(e)_[c][!]
MBC5,1024,8,Yes,-,legend_of_the_river_king_gb_(g)_[c][!]
MBC5,1024,8,Yes,-,legend_of_the_river_king_gb_(u)_[c][!]
MBC1,512,8,Yes,-,legend_of_the_river_king_gb_(u)_[s][!]
MBC1,512,8,Yes,-,"legend_of_zelda,_the_-_link's_awakening_(f)"
MBC1,512,8,Yes,-,"legend_of_zelda,_the_-_link's_awakening_(g)_[!]"
MBC1,512,8,Yes,-,"legend_of_zelda,_the_-_link's_awakening_(u)_(v1.0)_[!]"
MBC1,512,8,Yes,-,"legend_of_zelda,_the_-_link's_awakening_(u)_(v1.1)_[!]"
MBC1,512,8,Yes,-,"legend_of_zelda,_the_-_link's_awakening_(u)_(v1.2)_[!]"
MBC5,1024,32,Yes,-,"legend_of_zelda,_the_-_link's_awakening_dx_(f)_[c][!]"
MBC5,1024,32,Yes,-,"legend_of_zelda,_the_-_link's_awakening_dx_(g)_[c][!]"
MBC5,1024,32,Yes,-,"legend_of_zelda,_the_-_link's_awakening_dx_(u)_(v1.0)_[c][!]"
MBC5,1024,32,Yes,-,"legend_of_zelda,_the_-_link's_awakening_dx_(u)_(v1.1)_[c][!]"
MBC5,1024,32,Yes,-,"legend_of_zelda,_the_-_link's_awakening_dx_(u)_(v1.2)_[c][!]"
MBC5,2048,8,Yes,-,"legend_of_zelda,_the_-_oracle_of_ages_(e)_(m5)_[c][!]"
MBC5,1024,8,Yes,-,"legend_of_zelda,_the_-_oracle_of_ages_(u)_[c][!]"
MBC5,2048,8,Yes,-,"legend_of_zelda,_the_-_oracle_of_seasons_(e)_(m5)_[c][!]"
MBC5,1024,8,Yes,-,"legend_of_zelda,_the_-_oracle_of_seasons_(u)_[c][!]"
MBC5,1024,8,Yes,-,lego_alpha_team_(e)_(m10)_[c][!]
MBC5,1024,8,Yes,-,lego_alpha_team_(u)_[c][!]
MBC5,1024,8,Yes,-,lego_island_2_-_the_brickster's_revenge_(e)_(m10)_[c][!]
MBC5,1024,8,Yes,-,lego_island_2_-_the_brickster's_revenge_(u)_(m3)_[c][!]
MBC5,1024,8,Yes,-,lego_racers_(e)_(m10)_[c][!]
MBC5,1024,8,Yes,-,lego_stunt_rally_(e)_(m10)_[c][!]
MBC5,1024,8,Yes,-,lego_stunt_rally_(u)_[c][!]
MBC5,4096,8,Yes,-,lemmings_&_oh_no!_more_lemmings_(u)_[c][!]
MBC1,128,-,-,-,lemmings_(e)_[!]
MBC1,128,-,-,-,lemmings_(j)
MBC1,128,-,-,-,lemmings_(u)_[!]
MBC1,512,-,-,-,lemmings_2_-_the_tribes_(u)_[!]
MBC5,512,-,-,-,les_aventures_de_buzz_l'eclair_(f)_[c][!]
MBC5,1024,-,-,-,les_aventures_de_tintin_-_le_temple_du_soleil_(e)_(m3)_[c][!]
MBC1,256,-,-,-,les_aventures_de_tintin_-_le_temple_du_soleil_(e)_(m3)_[m]
MBC5,1024,-,-,-,les_razmoket_-_100%_angelica_(f)_[c][!]
MBC5,1024,-,-,-,les_razmoket_-_voyages_dans_le_temps_(f)_[c][!]
MBC5,1024,-,-,-,les_razmoket_a_paris_-_le_film_(f)_[c][!]
MBC5,1024,-,-,-,les_roi_lion_-_les_adventures_de_simba_(f)_[c][!]
MBC5,1024,-,-,-,les_visiteurs_(f)_[c][!]
MBC1,128,-,-,-,lethal_weapon_(u)_[!]
MBC5,1024,8,Yes,-,lil'_monster_(u)_[c][!]
MBC1,512,-,-,-,"lion_king,_the_(e)"
MBC1,512,-,-,-,"lion_king,_the_(u)_[!]"
MBC5,1024,-,-,-,"lion_king,_the_-_simba's_mighty_adventure_(u)_[c][!]"
MBC1,128,-,-,-,little_indian_in_big_city_(u)_[s]
MBC5,1024,8,Yes,-,little_magic_(j)_[c][!]
MBC2,128,-,Yes,-,little_master_(j)
MBC1,256,8,Yes,-,little_master_2_(j)
MBC1,128,-,-,-,"little_mermaid,_the_(e)_[!]"
MBC1,128,-,-,-,"little_mermaid,_the_(u)_[!]"
MBC5,1024,8,Yes,-,"little_mermaid_ii,_the_-_pinball_frenzy_(e)_(m5)_[c][!]"
RUMBLE,1024,8,Yes,-,"little_mermaid_ii,_the_-_pinball_frenzy_(u)_(m5)_[c][!]"
MBC5,2048,-,-,-,little_nicky_(u)_[c][!]
MBC5,1024,-,-,-,lnf_stars_2001_(f)_[c][!]
MBC1,64,-,-,-,lock_'n_chase_(ju)_[!]
MBC5,1024,8,Yes,-,lode_runner_-_domudomu_dan_no_yabou_(j)_[c][!]
MBC5,1024,-,-,-,lodoss_tou_senki_-_eiyuu_kishiden_gb_(j)_[c][!]
MBC5,1024,-,-,-,logical_(u)_(sunsoft)_[c][!]
MBC5,1024,-,-,-,logical_(u)_(thq)_[c][!]
MBC1,128,-,-,-,lolo_no_daibouken_(j)
MBC1,128,-,-,-,looney_tunes_(j)
MBC1,128,-,-,-,looney_tunes_(u)_[!]
MBC5,1024,-,-,-,looney_tunes_(u)_[c][!]
MBC5,2048,8,Yes,-,looney_tunes_collector_-_alert!_(u)_(m3)_[c][!]
MBC5,2048,8,Yes,-,looney_tunes_collector_-_martian_alert!_(e)_(m6)_[c][!]
MBC5,2048,8,Yes,-,looney_tunes_collector_-_martian_revenge!_(e)_(m6)_[c][!]
MBC5,1024,8,Yes,-,looney_tunes_racing_(u)_(m6)_[c][!]
ROM,32,-,-,-,loopz_(u)
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_hirameku_2_(j)_[c][!]
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_hirameku_puzzle_dai-2-gou_(j)_[c]
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_hirameku_puzzle_dai-3-gou_(j)_[c]
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_hirameku_puzzle_soukangou_(j)_[c]
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_kangaeru_puzzle_dai-2-gou_(j)_[c]
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_kangaeru_puzzle_dai-3-gou_(j)_[c]
MBC5,256,32,Yes,-,loppi_puzzle_magazine_-_kangaeru_puzzle_soukangou_(j)_[c]
MBC5,128,-,-,-,loppi_puzzle_magazine_-_nintendo_power_menu_(j)_[c]
MBC5,2048,8,Yes,-,love_hina_party_(j)_[c][!]
MBC5,4096,8,Yes,-,love_hina_pocket_(j)_[c][!]
MBC5,512,8,Yes,-,luca_no_puzzle_de_daibouken!_(j)_[c][!]
MBC1,256,-,-,-,lucky_luke_(e)_(m4)
MBC5,1024,-,-,-,lucky_luke_(e)_(m4)_[c][!]
MBC5,1024,-,-,-,lucky_luke_-_desperado_train_(e)_(m6)_[c][!]
MBC1,64,-,-,-,lucky_monkey_(j)
MBC1,512,8,Yes,-,lucle_(j)
MBC5,2048,32,Yes,-,lufia_-_the_legend_returns_(e)_(m2)_[c][!]
MBC5,2048,32,Yes,-,lufia_-_the_legend_returns_(u)_[c][!]
MBC1,128,-,-,-,lunar_lander_(j)
MBC5,1024,-,-,-,m&m's_minis_madness_(g)_[c][!]
MBC5,1024,-,-,-,m&m's_minis_madness_(u)_[c][!]
MBC5,1024,-,-,-,m&m's_minis_madness_demo_(u)_[c][!]
MBC2,256,-,Yes,-,mach_go_go_go_(j)_[s]
MBC5,2048,8,Yes,-,macross_7_-_ginga_no_heart_wo_furuwasero!!_(j)_[c][!]
MBC1,512,-,-,-,madden_'95_(ue)_[s][!]
MBC1,512,-,-,-,madden_'96_(u)_[s]
MBC1,512,-,-,-,madden_'97_(u)_[s][!]
MBC5,1024,-,-,-,madden_nfl_2000_(u)_[c][!]
MBC5,1024,-,-,-,madden_nfl_2001_(u)_[c][!]
MBC5,1024,-,-,-,madden_nfl_2002_(u)_[c][!]
MBC5,2048,32,Yes,-,magi_nation_(u)_[c][!]
MBC1,128,-,-,-,magic_ball_(unl)
ROM,32,-,-,-,magic_maze_(sachen)_[!]
MBC5,1024,-,-,-,magical_chase_gb_(j)_[c][!]
MBC5,1024,-,-,-,magical_drop_(e)_(m3)_[c][!]
MBC5,1024,-,-,-,magical_drop_(u)_[c][!]
MBC1,128,-,-,-,magical_talulutokun_-_raiba_zone_panic_(j)
MBC5,1024,8,Yes,-,magical_tetris_challenge_(e)_(m7)_[c][!]
MBC5,1024,8,Yes,-,magical_tetris_challenge_(u)_[c][!]
MBC1,64,-,-,-,magical_tower_(sachen_4-in-1_vol._5)_(unl)_[!]
MBC1,128,-,-,-,magnetic_soccer_(u)
MBC5,1024,8,Yes,-,mahjong_joou_(j)_[c][!]
MBC5,1024,8,Yes,-,mahjong_quest_(j)_[c][!]
MBC1,256,8,Yes,-,mahou_kishi_rayearth_(j)_[s]
MBC2,256,-,Yes,-,mahou_kishi_rayearth_2nd_-_the_missing_colors_(j)_[s]
MBC1,256,-,-,-,mahoujin_guru_guru_(j)_[s]
MBC5,2048,8,Yes,-,majokko_mari-chan_no_kisekae_monogatari_(j)_[c][!]
MBC2,128,-,Yes,-,makai_toushi_saga_(j)_(v1.0)
MBC2,128,-,Yes,-,makai_toushi_saga_(j)_(v1.1)
MBC1,256,-,-,-,makai-mura_gaiden_(j)
MBC1,64,-,-,-,malibu_beach_volleyball_(u)_[!]
MBC1,256,-,-,-,marble_madness_(u)_[!]
MBC5,1024,-,-,-,marble_madness_(u)_[c][!]
MBC5,2048,32,Yes,-,marie_no_atelier_gb_(j)_[c][!]
MBC1,64,-,-,-,mario_&_yoshi_(e)_[!]
MBC5,2048,8,Yes,-,mario_golf_(e)_[c][!]
MBC5,2048,8,Yes,-,mario_golf_(u)_[c][!]
MBC5,2048,8,Yes,-,mario_golf_gb_(j)_[c][!]
MBC5,2048,32,Yes,-,mario_tennis_(u)_[c][!]
MBC5,2048,32,Yes,-,mario_tennis_gb_(j)_[c][!]
MBC1,256,8,Yes,-,mario's_picross_(j)_[s]
MBC1,256,8,Yes,-,mario's_picross_(ue)_[s][!]
MBC1,512,8,Yes,-,mario's_picross_2_(j)_[s]
MBC1,256,-,-,-,marmalade_boy_(j)_[s]
MBC1,128,-,-,-,maru's_mission_(u)_[!]
MBC5,2048,8,Yes,-,marvin_strikes_back!_(u)_(m3)_[c]
MBC5,1024,-,-,-,mary-kate_&_ashley_-_crush_course_(u)_[c][!]
MBC5,1024,-,-,-,mary-kate_&_ashley_-_get_a_clue!_(u)_[c][!]
MBC3,1024,8,Yes,RTC,mary-kate_&_ashley_-_pocket_planner_(u)_[c][!]
MBC5,1024,-,-,-,mary-kate_&_ashley_-_winners_circle_(u)_[c][!]
MBC1,256,-,-,-,masakari_densetsu_kintarou_acg_(j)
MBC1,512,8,Yes,-,masakari_densetsu_kintarou_rpg_hen_(j)_[s]
MBC5,1024,-,-,-,"mask_of_zorro,_the_(e)_[c][!]"
MBC5,1024,-,-,-,"mask_of_zorro,_the_(u)_[c][!]"
MBC1,128,-,-,-,maskrider_sd_(j)
ROM,32,-,-,-,master_karateka_(j)
MBC5,1024,-,-,-,mat_hoffman's_pro_bmx_(u)_[c][!]
MBC5,2048,-,-,-,matchbox_-_emergency_patrol_(u)_[c][!]
MBC2,256,-,Yes,-,matthias_sammer_soccer_(g)_[s][!]
MBC1,256,-,-,-,"maus,_die_(e)_(m4)"
MBC5,1024,-,-,-,"maus,_die_(e)_(m4)_[c][!]"
MBC5,1024,-,-,-,"maus,_die_-_verrueckte_olympiade_(g)_[c][!]"
MBC1,64,-,-,-,max_(ue)_[!]
MBC5,1024,-,-,-,maya_the_bee_&_her_friends_(e)_(m3)_[c][!]
MBC5,1024,-,-,-,maya_the_bee_-_garden_adventures_(e)_(m4)_[c][!]
MBC1,512,8,Yes,-,mazekko_monster_(j)_[s]
MBC1,512,8,Yes,-,mazekko_monster_2_(j)_[s]
MBC1,128,-,-,-,mcdonaldland_(u)_[!]
MBC5,2048,32,Yes,-,mcdonalds_monogatari_(j)_[c][!]
MBC5,2048,32,Yes,-,medarot_2_-_kabuto_version_(j)_[c][!]
MBC5,2048,32,Yes,-,medarot_2_-_kuwagata_version_(j)_[c][!]
MBC5,2048,32,Yes,-,medarot_2_-_parts_collection_(j)_[c][!]
MBC5,4096,8,Yes,-,medarot_3_-_kabuto_version_(j)_[c][!]
MBC5,4096,8,Yes,-,medarot_3_-_kuwagata_version_(j)_[c][!]
MBC5,2048,8,Yes,-,medarot_3_-_parts_collection_(j)_[c][!]
MBC5,4096,8,Yes,-,medarot_4_-_kabuto_version_(j)_[c][!]
MBC5,4096,8,Yes,-,medarot_4_-_kuwagata_version_(j)_[c][!]
MBC5,4096,8,Yes,-,medarot_5_-_kabuto_version_(j)_[c]
MBC5,4096,8,Yes,-,medarot_5_-_kabuto_version_(j)_[c][a1]
MBC5,4096,8,Yes,-,medarot_5_-_susutake_mura_no_tenkousei_-_kuwagata_version_(j)_[c][!]
MBC5,2048,8,Yes,-,medarot_cardrobottle_-_kabuto_version_(j)_[c][!]
MBC5,2048,8,Yes,-,medarot_cardrobottle_-_kuwagata_version_(j)_[c][!]
MBC1,512,32,Yes,-,medarot_kabuto_(j)_(v1.0)_[s]
MBC1,512,32,Yes,-,medarot_kabuto_(j)_(v1.1)_[s]
MBC1,512,32,Yes,-,medarot_kuwagata_(j)_(v1.0)_[s]
MBC1,512,32,Yes,-,medarot_kuwagata_(j)_(v1.1)_[s]
MBC1,256,-,-,-,mega_man_-_dr._wily's_revenge_(e)_[!]
MBC1,256,-,-,-,mega_man_-_dr._wily's_revenge_(u)_[!]
MBC1,256,-,-,-,mega_man_ii_(e)_[!]
MBC1,256,-,-,-,mega_man_ii_(u)_[!]
MBC1,256,-,-,-,mega_man_iii_(e)_[!]
MBC1,256,-,-,-,mega_man_iii_(u)_[!]
MBC1,512,-,-,-,mega_man_iv_(e)
MBC1,512,-,-,-,mega_man_iv_(u)_[!]
MBC1,512,-,-,-,mega_man_v_(e)_[s]
MBC1,512,-,-,-,mega_man_v_(u)_[s][!]
MBC5,1024,8,Yes,-,mega_man_xtreme_(u)_[c][!]
MBC5,1024,8,Yes,-,mega_man_xtreme_2_(u)_[c][!]
MBC1,128,-,-,-,megalit_(j)
MBC1,64,-,-,-,megalit_(u)_[!]
MBC5,32,32,Yes,-,megamemory_v1.0_by_interact_(e)
MBC1,256,8,Yes,-,megami_tensei_gaiden_-_last_bible_(j)
MBC5,1024,8,Yes,-,megami_tensei_gaiden_-_last_bible_(j)_[c][!]
MBC1,256,8,Yes,-,megami_tensei_gaiden_-_last_bible_ii_(j)
MBC5,1024,8,Yes,-,megami_tensei_gaiden_-_last_bible_ii_(j)_[c][!]
MBC1,256,8,Yes,-,megami_tensei_gaiden_-_last_bible_ii_(j)_[f1]
MBC1,256,-,-,-,meitantei_conan_(j)_[s]
MBC5,1024,8,Yes,-,meitantei_conan_-_karakuri_jiin_satsujin_jiken_(j)_[c][!]
MBC5,1024,8,Yes,-,meitantei_conan_-_kigantou_hihou_densetsu_(j)_[c][!]
MBC5,2048,8,Yes,-,meitantei_conan_-_norowareta_kouro_(j)_[c][!]
MBC1,256,-,-,-,meitantei_conan_2_(j)_[s]
MBC5,1024,8,Yes,-,me-mail_bear_no_happy_mail_town_-_super_me-mail_gb_(j)_[c][!]
MBC5,1024,-,-,-,men_in_black_-_the_series_(u)_[c][!]
MBC5,1024,-,-,-,men_in_black_2_-_the_series_(e)_(m3)_[c][!]
MBC5,1024,-,-,-,men_in_black_2_-_the_series_(u)_(m3)_[c][!]
MBC5,256,8,Yes,-,meng_huan_zhi_xing_(phantasy_star)_(unl)
MBC3,1024,32,Yes,-,meowth's_adventure_(pokemon_blue_hack)
MBC1,128,-,-,-,mercenary_force_(ue)_[!]
MBC5,1024,-,-,-,merlin_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,meta_fight_ex_(j)_[c][!]
MBC5,2048,8,Yes,-,metal_gear_-_ghost_babel_(j)_[c][!]
MBC5,4096,8,Yes,-,metal_gear_solid_(e)_(m5)_[c][!]
MBC5,2048,8,Yes,-,metal_gear_solid_(u)_[c][!]
MBC1,128,-,-,-,metal_jack_(j)_[!]
MBC1,128,-,-,-,metal_masters_(u)
MBC5,1024,32,Yes,-,metal_slug_(unl)_[c]
MBC5,1024,32,Yes,-,metal_slug_(unl)_[c][a1]
MBC5,1024,32,Yes,-,metal_walker_(u)_[c][!]
MBC5,2048,8,Yes,-,metamode_(j)_[c][!]
MBC1,256,8,Yes,-,metroid_ii_-_return_of_samus_(ue)_[!]
MBC1,256,8,Yes,-,metroid_ii_dx_by_redrum_(hack)
MBC1,64,-,-,-,mi_tu_de_lu_(puzzle_path)_(unl)
MBC5,1024,8,Yes,-,mia_hamm_soccer_shootout_(u)_[c][!]
MBC1,64,-,-,-,mickey_mouse_(j)
MBC1,128,-,-,-,mickey_mouse_(ue)_[!]
MBC1,128,-,-,-,mickey_mouse_-_magic_wand_(u)_[s][!]
MBC1,512,-,-,-,mickey_mouse_-_tokyo_disneyland_(j)_[s]
MBC1,128,-,-,-,mickey_mouse_ii_(j)
MBC1,128,-,-,-,mickey_mouse_iv_(j)
MBC1,128,-,-,-,mickey_mouse_v_(j)
MBC1,128,-,-,-,mickey's_dangerous_chase_(e)_[!]
MBC1,128,-,-,-,mickey's_dangerous_chase_(j)
MBC1,128,-,-,-,mickey's_dangerous_chase_(u)_[!]
MBC5,4096,8,Yes,-,mickey's_racing_adventure_(u)_(m5)_[c][!]
MBC5,4096,8,Yes,-,mickey's_speedway_usa_(u)_(m4)_[c][!]
MBC1,256,-,-,-,mickey's_ultimate_challenge_(u)
MBC1,256,-,-,-,micro_machines_(e)_[!]
MBC5,2048,-,-,-,micro_machines_1_and_2_-_twin_turbo_(u)_[c][!]
MBC1,512,-,-,-,micro_machines_2_(u)
MBC5,2048,-,-,-,micro_machines_v3_(u)_[c][!]
MBC5,2048,-,-,-,micro_maniacs_(e)_[c][!]
MBC5,1024,-,-,-,microsoft_entertainment_pack_(e)_[c][!]
MBC5,1024,-,-,-,microsoft_entertainment_pack_(u)_[c][!]
MBC5,1024,-,-,-,microsoft_pinball_arcade_(u)_[c][!]
MBC5,1024,-,-,-,microsoft_puzzle_collection_(e)_(m5)_[c][!]
MBC1,256,-,-,-,midori_no_makibaoo_(j)_[s]
MBC1,256,-,-,-,mighty_morphin_power_rangers_(u)_[s][!]
MBC1,256,-,-,-,mighty_morphin_power_rangers_-_the_movie_(u)_[s]
ROM,32,-,-,-,migrain_(j)
MBC1,128,-,-,-,mikeneko_holmes_(j)
MBC5,1024,8,Yes,-,millenium_winter_sports_(u)_[c][!]
MBC1,128,-,-,-,millipede_-_centipede_(ue)_[s][!]
MBC1,128,-,-,-,milon_no_meikyuu_kumikyoku_(j)
MBC1,128,-,-,-,milon's_secret_castle_(u)
MBC1,64,-,-,-,miner_2049er_(u)_[!]
ROM,32,-,-,-,minesweeper_(j)
MBC1,512,8,Yes,-,mini_4_boy_(j)_[s][!]
MBC1,512,8,Yes,-,mini_4_boy_ii_-_final_evolution_(j)_[s]
MBC1,64,-,-,-,mini_putt_(j)
MBC5,1024,8,Yes,-,minna_no_shougi_-_shokyuu_hen_(j)_[c][!]
MBC1,128,-,-,-,miracle_adventure_of_esparks_(j)
MBC5,1024,-,-,-,missile_command_(e)_[c][!]
RUMBLE,1024,-,-,-,missile_command_(u)_[c][!]
ROM,32,-,-,-,missile_command_(u)_[m][!]
MBC5,1024,32,Yes,-,mission_impossible_(e)_(m5)_[c][!]
MBC5,1024,32,Yes,-,mission_impossible_(u)_(m3)_[c][!]
MBC5,4096,128,Yes,-,mobile_golf_(j)_[c][!]
MBC1,128,-,-,-,mobile_police_patlabor_(j)
MBC5,2048,32,Yes,-,mobile_trainer_(j)_[c][!]
MBC2,256,-,Yes,-,mogu_mogu_gombo_(j)_[s]
MBC1,256,-,-,-,mogu_mogu_q_(j)_[s][!]
ROM,32,-,-,-,mogura_de_pon!_(j)
MBC1,512,8,Yes,-,moguranya_(j)_[s]
MBC1,512,8,Yes,-,mole_mania_(u)_[s][!]
MBC1,1024,8,Yes,-,momotarou_collection_(j)_[s]
MMM01,1024,8,Yes,-,momotarou_collection_2_(j)_[s]
MBC1,256,-,-,-,momotarou_dengeki_(j)
MBC1,512,-,-,-,momotarou_dengeki_2_(j)_[s]
MBC5,2048,8,Yes,-,momotarou_densetsu_1-2_(j)_[c][!]
MBC2,256,-,Yes,-,momotarou_densetsu_gaiden_(j)
MBC1,512,8,Yes,-,momotetsu_jr._(j)_[s]
MBC5,2048,8,Yes,-,monkey_puncher_(e)_[c][!]
MBC1,256,-,-,-,monopoly_(e)
MBC1,256,-,-,-,monopoly_(j)
MBC5,1024,-,-,-,monopoly_(j)_[c][!]
MBC5,1024,-,-,-,monopoly_(u)_[c][!]
MBC1,128,-,-,-,monopoly_(u)_[m][!]
MBC5,1024,-,-,-,"monster_ag,_die_(g)_[c][!]"
MBC5,2048,8,Yes,-,monster_farm_battle_card_gb_(j)_[c][!]
MBC2,128,-,Yes,-,monster_maker_(j)
MBC1,128,-,-,-,monster_maker_-_barcode_saga_(j)
MBC1,256,8,Yes,-,monster_maker_2_(j)
MBC1,256,-,-,-,monster_max_(u)
MBC1,512,32,Yes,-,monster_race_(j)_[s]
MBC5,2048,32,Yes,-,monster_race_2_(j)_[c][!]
MBC1,512,32,Yes,-,monster_race_other_(j)_[s]
MBC5,2048,8,Yes,-,monster_rancher_battle_card_gb_(u)_[c][!]
MBC5,1024,8,Yes,-,monster_rancher_explorer_(u)_[c][!]
MBC5,2048,8,Yes,-,monster_tactics_(j)_[c][!]
MBC1,64,-,-,-,monster_truck_(j)
MBC1,128,-,-,-,monster_truck_wars_(u)_[s][!]
MBC5,1024,-,-,-,"monsters,_inc._(u)_[c][!]"
MBC1,256,-,-,-,montezuma's_return_(e)_(m5)_[!]
MBC5,512,-,-,-,montezuma's_return_(e)_(m5)_[c][!]
MBC5,512,-,-,-,montezuma's_return_(u)_(m2)_[c][!]
MBC5,2048,8,Yes,-,moomin_no_daibouken_(j)_[c][!]
MBC5,1024,-,-,-,moomin's_tale_(u)_(m3)_[c][!]
MBC5,1024,-,-,-,moon_patrol_&_spy_hunter_(u)_[c][!]
MBC5,1024,8,Yes,-,moorhuhn_2_-_die_jagd_geht_weiter_(g)_[c][!]
MBC1,256,-,-,-,mortal_kombat_(j)
MBC1,256,-,-,-,mortal_kombat_(u)_[!]
MBC1,512,-,-,-,mortal_kombat_3_(u)_[!]
MBC5,1024,-,-,-,mortal_kombat_4_(e)_[c][!]
MBC5,1024,-,-,-,mortal_kombat_4_(u)_[c][!]
MBC1,1024,-,-,-,mortal_kombat_i_&_ii_(j)
MBC1,1024,-,-,-,mortal_kombat_i_&_ii_(j)_[a1]
MBC1,528,-,-,-,mortal_kombat_i_&_ii_(u)_[!]
MBC1,1024,-,-,-,mortal_kombat_i_&_ii_(u)_[a1]
MBC1,1024,-,-,-,mortal_kombat_i_&_ii_(u)_[f1]
MBC1,256,-,-,-,mortal_kombat_ii_(j)
MBC1,256,-,-,-,mortal_kombat_ii_(u)_[!]
ROM,32,-,-,-,motocross_maniacs_(e)_[!]
ROM,32,-,-,-,motocross_maniacs_(j)
ROM,32,-,-,-,motocross_maniacs_(u)_[!]
MBC5,1024,8,Yes,-,motocross_maniacs_2_(u)_[c][!]
MBC1,64,-,-,-,mousetrap_hotel_(u)
MBC1,64,-,-,-,mr._do!_(e)_[!]
MBC1,64,-,-,-,mr._do!_(u)
MBC5,1024,8,Yes,-,mr._driller_(j)_[c][!]
MBC5,1024,-,-,-,mr._driller_(u)_[c][!]
MBC2,128,-,Yes,-,mr._gono_no_baken_tekichu_jyutsu_(j)
MBC5,1024,-,-,-,mr_nutz_(e)_(m6)_[c][!]
MBC1,256,-,-,-,mr_nutz_(u)
MBC1,64,-,-,-,ms._pac-man_(u)_[!]
MBC5,1024,-,-,-,ms._pac-man_special_color_edition_(e)_[c][!]
MBC5,512,-,-,-,ms._pac-man_special_color_edition_(u)_[c][!]
MBC5,1024,-,-,-,mtv_sports_-_pure_ride_(u)_[c][!]
MBC5,1024,-,-,-,mtv_sports_-_skateboarding_featuring_andy_macdonald_(u)_[c][!]
MBC5,1024,-,-,-,mtv_sports_-_t.j._lavin's_ultimate_bmx_(u)_[c][!]
MBC1,128,-,-,-,muhammad_ali's_boxing_(u)
MBC5,1024,-,-,-,"mummy,_the_(e)_(m3)_[c][!]"
MBC5,1024,-,-,-,"mummy,_the_(u)_[c][!]"
MBC5,1024,-,-,-,"mummy_returns,_the_(u)_[c][!]"
MBC5,2048,8,Yes,-,"muppets,_the_(e)_(m7)_[c][!]"
MBC5,2048,8,Yes,-,"muppets,_the_(u)_[c][!]"
MBC1,128,-,-,-,musashi_road_(j)
MBC5,2048,8,Yes,-,muteki_ou_tri-zenon_(j)_[c][!]
MBC1,128,-,-,-,mysterium_(j)
MBC1,128,-,-,-,mysterium_(u)
MBC2,256,-,Yes,-,mystic_quest_(e)_[!]
MBC2,256,-,Yes,-,mystic_quest_(f)
MBC2,256,-,Yes,-,mystic_quest_(g)_[!]
MBC1,256,-,-,-,mystical_ninja_(u)_[s][!]
MBC1,256,-,-,-,mystical_ninja_(u)_[s][a1][!]
MBC1,128,-,-,-,nada_asatarou_no_powerful_mahjong_-_tsugi_no_itte_100_dai_(j)
MBC1,128,-,-,-,nail'n_scale_(u)
MBC5,1024,8,Yes,-,nakayoshi_cooking_series_1_-_oishii_cake_okusan_(j)_[c][!]
MBC5,1024,8,Yes,-,nakayoshi_cooking_series_2_-_oishii_panya-san_(j)_[c][!]
MBC5,1024,8,Yes,-,nakayoshi_pet_series_1_-_kawaii_hamster_(j)_[c][!]
MBC5,1024,8,Yes,-,nakayoshi_pet_series_2_-_kawaii_usagi_(j)_[c][!]
